Material_Number,Material_Description,Material_Group,Material_Group_Desc,Material_Type,Base_UoM,Created_Date,Created_By,Plant,Industry_Sector,Deletion_Flag,HSN_SAC_Code,Classification,Standard_Price
M4047335,BEARING MECHANICAL SPARE SKF — Var 11,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,18-01-2019,USER006,DOL,M,,98745029,C,139315.62
M4043747,PUMP CENTRIFUGAL 5HP — Var 6,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,08-09-2022,USER001,VSP,M,,86652600,C,121401.22
M1058068,STATIONERY OFFICE SUPPLIES — Var 9,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,24-02-2023,USER006,ANG,M,,86643380,B,209055.75
M4018851,COKING COAL IMPORTED AUS PREMIUM — Var 5,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,24-07-2023,USER004,VSP,M,,78057703,B,239511.84
M1780151,HYDRAULIC HOSE INDUSTRIAL — Var 5,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,29-05-2022,USER010,,M,,96121780,C,451649.12
M2078208,IRON ORE LUMPS MARKET — Var 5,1010003,IRON ORE LUMPS MARKET,ROH,TON,20-03-2020,USER004,KLN,M,,88365389,C,320450.12
M9753735,INSTRUMENTATION SENSOR PRESSURE — Var 9,3030216,INSTRUMENTATION SENSOR PRESSURE,HALB,KG,13-12-2020,USER011,DOL,M,,87058733,B,425118.02
M5790208,TRANSPORT INPLANT — Var 5,4040304,TRANSPORT INPLANT,ANLZ,EA,14-03-2021,USER002,JSR,M,,91405562,B,360007.53
M1766957,PPE HELMET SAFETY — Var 5,3030211,PPE HELMET SAFETY,HALB,KG,07-11-2020,USER012,JSR,M,,83434771,A,432953.38
M4146178,HYDRAULIC HOSE INDUSTRIAL — Var 11,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,30-05-2021,USER010,,M,,76030466,B,350243.72
M9991907,PPE SAFETY BOOTS — Var 5,3030212,PPE SAFETY BOOTS,HALB,KG,08-02-2021,USER012,VSP,M,,79180243,B,254897.74
M7169139,TONER CARTRIDGE LASER — Var 9,3030214,TONER CARTRIDGE LASER,HALB,KG,11-06-2020,USER005,,M,,93685238,C,206059.28
M7946577,NITROGEN GAS LIQUID — Var 11,1010015,NITROGEN GAS LIQUID,HALB,KG,15-04-2024,USER004,BPS,M,,95501909,C,421179.1
M2373555,COAL THERMAL GRADE A 5K — Var 6,1010001,COAL THERMAL GRADE A 5K,ROH,TON,17-10-2020,USER001,,M,,79524289,C,119367.15
M4774212,PPE SAFETY BOOTS — Var 5,3030212,PPE SAFETY BOOTS,HALB,KG,01-04-2022,USER007,KLN,M,,99239026,B,344102.9
M3500175,PPE HELMET SAFETY — Var 10,3030211,PPE HELMET SAFETY,HALB,KG,17-10-2020,USER006,,M,,88960137,A,40738.84
M1271408,VALVE PNEUMATIC ACTUATOR — Var 6,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,17-10-2021,USER008,BPS,M,,78197303,C,63012.67
M2353482,STATIONERY OFFICE SUPPLIES — Var 5,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,21-08-2020,USER008,,M,,78919327,C,33493.14
M3734408,SILICO MANGANESE SiMn70 — Var 4,1010011,SILICO MANGANESE SiMn70,HALB,KG,05-06-2022,USER011,ANG,M,X,86640506,B,138758.95
M6877848,WELDING ELECTRODE E7018 — Var 5,3030215,WELDING ELECTRODE E7018,HALB,KG,27-12-2022,USER002,VSP,M,,92448825,B,25329.52
M3859248,CONVEYOR BELT INDUSTRIAL — Var 8,3030209,CONVEYOR BELT INDUSTRIAL,HALB,KG,05-07-2019,USER005,,M,,85721323,B,402592.58
M7824561,CIVIL CONSTRUCTION PROJECT WORK — Var 7,4040306,CIVIL CONSTRUCTION PROJECT WORK,HALB,KG,11-06-2023,USER008,JSR,M,,77720248,C,24526.41
M1950142,SCRAP HEAVY MELT — Var 10,1010009,SCRAP HEAVY MELT,HALB,KG,11-04-2020,USER010,BPS,M,,97184603,C,459824.03
M4165842,GREASE INDUSTRIAL EP2 — Var 11,3030205,GREASE INDUSTRIAL EP2,HALB,KG,29-04-2024,USER004,,M,,91281853,C,139703.81
M4631545,GREASE INDUSTRIAL EP2 — Var 3,3030205,GREASE INDUSTRIAL EP2,HALB,KG,11-08-2019,USER008,ANG,M,,84606431,C,62828.01
M8542608,FERRO SILICON FeSi75 — Var 12,1010012,FERRO SILICON FeSi75,HALB,KG,31-10-2023,USER002,BPS,M,,76809947,B,255534.49
M3914659,BEARING MECHANICAL SPARE SKF — Var 5,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,20-11-2019,USER010,DOL,M,,89765495,C,333638.02
M7224698,WELDING ELECTRODE E7018 — Var 7,3030215,WELDING ELECTRODE E7018,HALB,KG,28-07-2020,USER002,,M,,81432189,A,339477.94
M6081573,BEARING MECHANICAL SPARE TIMKEN — Var 8,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,07-02-2023,USER008,ANG,M,,87621023,C,146477.48
M2917027,SILICO MANGANESE SiMn70 — Var 7,1010011,SILICO MANGANESE SiMn70,HALB,KG,26-01-2023,USER009,JSR,M,,99785534,B,478931.85
M1943038,ANNUAL MAINTENANCE CONTRACT CRANE — Var 7,4040303,ANNUAL MAINTENANCE CONTRACT CRANE,DIEN,ACT,04-06-2021,USER008,,M,,92798170,A,398050.74
M7236364,OXYGEN GAS LIQUID — Var 6,1010014,OXYGEN GAS LIQUID,HALB,KG,11-04-2021,USER007,VSP,M,,99078485,C,160974.45
M4173806,TONER CARTRIDGE LASER — Var 5,3030214,TONER CARTRIDGE LASER,HALB,KG,15-10-2023,USER003,ANG,M,,81866400,C,286824.48
M2952101,PPE HELMET SAFETY — Var 1,3030211,PPE HELMET SAFETY,HALB,KG,21-01-2023,USER003,BPS,M,,85299506,A,168535.44
M8145732,LIMESTONE LUMPS BLAST FURNACE — Var 11,1010005,LIMESTONE LUMPS BLAST FURNACE,HALB,KG,06-11-2023,USER009,,M,,79696138,B,301749.84
M7647066,INDUCTION MOTOR 30KW SPARE — Var 8,3030207,INDUCTION MOTOR 30KW SPARE,ERSA,EA,13-09-2020,USER005,,M,,83957858,A,303125.5
M5081703,STATIONERY OFFICE SUPPLIES — Var 2,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,07-02-2019,USER003,ANG,M,,88258382,C,346630.43
M8474024,SECURITY CONTRACT PLANT — Var 8,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,03-04-2021,USER011,BPS,M,,95323352,C,450968.84
M4388934,BEARING MECHANICAL SPARE SKF — Var 6,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,18-03-2020,USER009,BPS,M,,72030928,B,289319.72
M3782508,CONTRACT LABOUR PLANT MAINTENANCE — Var 3,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,04-10-2020,USER003,JSR,M,,83353631,C,480509.45
M4774152,HYDRAULIC HOSE INDUSTRIAL — Var 5,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,05-11-2020,USER001,DOL,M,,86161608,B,9996.45
M1427843,FERRO CHROME HIGH CARBON — Var 9,1010013,FERRO CHROME HIGH CARBON,HALB,KG,04-08-2023,USER006,KLN,M,,86053874,A,34118.88
M1940155,STATIONERY OFFICE SUPPLIES — Var 11,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,18-05-2024,USER007,,M,,93007162,C,122061.55
M4929220,HOUSEKEEPING SERVICES MONTHLY — Var 3,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,17-04-2022,USER007,JSR,M,,89156731,C,296522.98
M2168543,WELDING ELECTRODE E7018 — Var 12,3030215,WELDING ELECTRODE E7018,HALB,KG,03-06-2019,USER007,,M,,77972696,B,303221.33
M7805884,PELLET FEED IRON ORE — Var 10,1010008,PELLET FEED IRON ORE,ROH,TON,14-11-2019,USER008,,M,,90654306,A,325257.73
M4783411,CONVEYOR BELT INDUSTRIAL — Var 1,3030209,CONVEYOR BELT INDUSTRIAL,HALB,KG,31-05-2023,USER005,,M,,81870963,B,365751.04
M1075860,HYDRAULIC HOSE INDUSTRIAL — Var 1,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,06-10-2020,USER004,ANG,M,,80290727,A,311917.34
M6983783,IRON ORE LUMPS MARKET — Var 2,1010003,IRON ORE LUMPS MARKET,ROH,TON,06-01-2022,USER001,,M,,83814984,B,321496.46
M1663631,LIMESTONE LUMPS BLAST FURNACE — Var 8,1010005,LIMESTONE LUMPS BLAST FURNACE,HALB,KG,12-04-2021,USER004,VSP,M,,94579859,C,107788.56
M8217778,LUBRICATION OIL TURBINE — Var 7,3030206,LUBRICATION OIL TURBINE,HALB,KG,26-01-2021,USER004,,M,,97762618,B,308465.76
M3213387,GREASE INDUSTRIAL EP2 — Var 3,3030205,GREASE INDUSTRIAL EP2,HALB,KG,30-06-2022,USER010,,M,,97451688,C,418345.36
M3053680,TUNDISH BOARD — Var 8,2020106,TUNDISH BOARD,HALB,KG,03-05-2020,USER002,JSR,M,,95035214,C,390639.86
M4610272,BEARING MECHANICAL SPARE SKF — Var 1,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,03-11-2023,USER001,,M,,74329787,C,17517.33
M8043837,WELDING ELECTRODE E7018 — Var 7,3030215,WELDING ELECTRODE E7018,HALB,KG,29-10-2021,USER002,VSP,M,,95750271,A,469590.77
M9209921,PPE SAFETY BOOTS — Var 11,3030212,PPE SAFETY BOOTS,HALB,KG,31-03-2023,USER006,,M,X,95881173,B,287038.33
M6872868,PELLET FEED IRON ORE — Var 4,1010008,PELLET FEED IRON ORE,ROH,TON,13-07-2020,USER002,KLN,M,,94613773,B,423476.88
M7391833,HYDRAULIC OIL ISO 68 — Var 12,3030204,HYDRAULIC OIL ISO 68,HALB,KG,09-01-2024,USER010,JSR,M,,77839191,C,160977.4
M1138638,BEARING MECHANICAL SPARE TIMKEN — Var 3,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,05-05-2019,USER008,,M,,88555407,C,103965.16
M5874454,TONER CARTRIDGE LASER — Var 9,3030214,TONER CARTRIDGE LASER,HALB,KG,06-01-2022,USER006,JSR,M,,91221354,C,147438.81
M7546095,STATIONERY OFFICE SUPPLIES — Var 7,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,10-01-2020,USER006,,M,,72823908,C,250741.05
M3238392,VALVE PNEUMATIC ACTUATOR — Var 4,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,17-08-2022,USER001,ANG,M,,94687694,C,76681.62
M3877133,IRON ORE FINES OPEN MARKET — Var 2,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,06-07-2020,USER011,,M,,87580226,A,259928.73
M8465946,SECURITY CONTRACT PLANT — Var 8,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,30-08-2022,USER011,,M,,91443349,C,242186.32
M9169823,REFRACTORY BRICK MAG-C — Var 1,2020101,REFRACTORY BRICK MAG-C,HALB,KG,18-10-2022,USER001,,M,,72443745,C,200203.91
M2325089,SECURITY CONTRACT PLANT — Var 1,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,20-09-2020,USER001,,M,,74983804,A,475205.31
M2763220,TRANSPORT INPLANT — Var 3,4040304,TRANSPORT INPLANT,ANLZ,EA,31-10-2022,USER001,,M,,93840961,C,144884.73
M4273773,HOUSEKEEPING SERVICES MONTHLY — Var 2,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,18-01-2020,USER012,ANG,M,,86907352,C,302083.21
M5381870,PPE SAFETY BOOTS — Var 12,3030212,PPE SAFETY BOOTS,HALB,KG,30-07-2019,USER007,VSP,M,,81145850,C,284484.12
M6011407,TONER CARTRIDGE LASER — Var 12,3030214,TONER CARTRIDGE LASER,HALB,KG,17-12-2022,USER009,JSR,M,,94338397,C,419006.65
M9097521,BEARING MECHANICAL SPARE TIMKEN — Var 12,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,13-04-2022,USER007,,M,,92500291,C,330673.47
M3011927,WELDING ELECTRODE E7018 — Var 9,3030215,WELDING ELECTRODE E7018,HALB,KG,12-03-2022,USER003,VSP,M,,76255705,B,308531.83
M1529363,BEARING MECHANICAL SPARE TIMKEN — Var 1,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,01-11-2019,USER001,ANG,M,,92136671,C,457023.67
M3080403,STATIONERY OFFICE SUPPLIES — Var 8,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,21-07-2019,USER009,KLN,M,,99631322,B,376938.14
M2862929,PELLET FEED IRON ORE — Var 12,1010008,PELLET FEED IRON ORE,ROH,TON,12-09-2021,USER006,,M,,94052784,C,255669.88
M4604096,CONTRACT LABOUR PLANT MAINTENANCE — Var 10,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,30-08-2022,USER004,ANG,M,,92466075,B,187039.73
M5624019,CONTRACT LABOUR PLANT MAINTENANCE — Var 3,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,14-01-2023,USER009,BPS,M,,97756833,C,389054.45
M2802370,PPE HELMET SAFETY — Var 5,3030211,PPE HELMET SAFETY,HALB,KG,28-12-2021,USER007,,M,,92789147,C,468198.81
M3100146,PPE HELMET SAFETY — Var 2,3030211,PPE HELMET SAFETY,HALB,KG,22-10-2022,USER009,BPS,M,,85951583,B,386687.44
M2635311,HYDRAULIC OIL ISO 68 — Var 4,3030204,HYDRAULIC OIL ISO 68,HALB,KG,13-09-2019,USER007,,M,,85820963,B,467785.84
M6580286,HYDRAULIC OIL ISO 68 — Var 2,3030204,HYDRAULIC OIL ISO 68,HALB,KG,21-07-2020,USER003,,M,,85480010,C,371396.82
M2440941,STATIONERY OFFICE SUPPLIES — Var 8,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,28-11-2020,USER008,VSP,M,,73457808,A,358202.39
M8546727,HYDRAULIC HOSE INDUSTRIAL — Var 4,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,26-01-2020,USER011,VSP,M,,87314025,C,399711.34
M4000996,OXYGEN GAS LIQUID — Var 10,1010014,OXYGEN GAS LIQUID,HALB,KG,08-04-2024,USER009,,M,X,92770374,A,237256.37
M6143122,TONER CARTRIDGE LASER — Var 6,3030214,TONER CARTRIDGE LASER,HALB,KG,20-08-2019,USER012,,M,,86960450,B,395150.67
M3079085,ANNUAL MAINTENANCE CONTRACT CRANE — Var 1,4040303,ANNUAL MAINTENANCE CONTRACT CRANE,DIEN,ACT,16-02-2022,USER008,JSR,M,,79100648,B,228363.67
M5645593,SECURITY CONTRACT PLANT — Var 11,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,07-09-2019,USER002,,M,,90054771,A,234757.94
M3413923,INSTRUMENTATION SENSOR PRESSURE — Var 2,3030216,INSTRUMENTATION SENSOR PRESSURE,HALB,KG,28-08-2019,USER010,,M,,94819084,A,273530.7
M3519582,PPE SAFETY BOOTS — Var 7,3030212,PPE SAFETY BOOTS,HALB,KG,05-01-2023,USER001,,M,,73455495,A,36344.54
M2243364,STATIONERY OFFICE SUPPLIES — Var 2,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,05-08-2022,USER005,,M,,95958229,B,34417.6
M7333743,STATIONERY OFFICE SUPPLIES — Var 5,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,19-07-2023,USER002,JSR,M,,98434352,B,142.55
M6330257,STATIONERY OFFICE SUPPLIES — Var 5,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,14-07-2020,USER003,,M,,98263097,C,183747.92
M3972390,DOLOMITE LUMPS — Var 4,1010006,DOLOMITE LUMPS,HALB,KG,27-02-2020,USER010,,M,,98830656,A,1062.97
M4714163,IRON ORE FINES OPEN MARKET — Var 8,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,09-03-2022,USER005,,M,,73327640,B,161344.71
M6880325,GREASE INDUSTRIAL EP2 — Var 10,3030205,GREASE INDUSTRIAL EP2,HALB,KG,29-04-2023,USER010,VSP,M,,86866868,C,128301.23
M5914075,HYDRAULIC OIL ISO 68 — Var 7,3030204,HYDRAULIC OIL ISO 68,HALB,KG,18-11-2022,USER002,VSP,M,,79149643,A,472487.15
M7684206,TRANSPORT INPLANT — Var 6,4040304,TRANSPORT INPLANT,ANLZ,EA,21-01-2024,USER006,BPS,M,,94153076,A,194454.56
M1973604,QUARTZITE BLAST FURNACE — Var 10,1010007,QUARTZITE BLAST FURNACE,HALB,KG,04-02-2022,USER012,BPS,M,,92012595,C,423506.44
M2984236,LIMESTONE LUMPS BLAST FURNACE — Var 8,1010005,LIMESTONE LUMPS BLAST FURNACE,HALB,KG,23-01-2022,USER004,DOL,M,,77352882,B,345523.62
M7706944,LIMESTONE LUMPS BLAST FURNACE — Var 8,1010005,LIMESTONE LUMPS BLAST FURNACE,HALB,KG,01-10-2021,USER011,,M,,79759599,C,228253.7
M6224048,COKING COAL IMPORTED AUS PREMIUM — Var 11,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,26-11-2020,USER009,DOL,M,,77990823,B,354607.76
M6565572,COAL THERMAL GRADE A 5K — Var 6,1010001,COAL THERMAL GRADE A 5K,ROH,TON,20-03-2024,USER006,VSP,M,,91896730,C,315515.43
M1454318,OXYGEN GAS LIQUID — Var 12,1010014,OXYGEN GAS LIQUID,HALB,KG,13-01-2020,USER003,JSR,M,,80114884,C,344978.61
M2813693,PPE SAFETY BOOTS — Var 1,3030212,PPE SAFETY BOOTS,HALB,KG,02-10-2019,USER004,,M,,77156832,C,468375.17
M3084307,WELDING ELECTRODE E7018 — Var 1,3030215,WELDING ELECTRODE E7018,HALB,KG,11-07-2020,USER010,,M,,74558421,C,6573.82
M2582217,WELDING ELECTRODE E7018 — Var 10,3030215,WELDING ELECTRODE E7018,HALB,KG,01-03-2024,USER009,DOL,M,,91941183,C,310286.25
M1560362,WELDING ELECTRODE E7018 — Var 11,3030215,WELDING ELECTRODE E7018,HALB,KG,31-08-2019,USER005,JSR,M,,85740496,C,116996.06
M6865983,PPE HELMET SAFETY — Var 9,3030211,PPE HELMET SAFETY,HALB,KG,01-05-2020,USER001,DOL,M,,79224908,A,170748.04
M5602527,BEARING MECHANICAL SPARE SKF — Var 6,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,20-11-2022,USER003,ANG,M,,96451009,C,293043.07
M2596739,CONSULTANCY ENGINEERING DESIGN — Var 2,4040307,CONSULTANCY ENGINEERING DESIGN,HALB,KG,21-05-2022,USER008,BPS,M,X,91255072,A,78283.93
M7192456,REFRACTORY MORTAR — Var 9,2020103,REFRACTORY MORTAR,HALB,KG,04-09-2022,USER005,JSR,M,,87321990,A,283096.34
M6506371,WELDING ELECTRODE E7018 — Var 6,3030215,WELDING ELECTRODE E7018,HALB,KG,09-04-2022,USER002,KLN,M,,99838783,B,88187.54
M2233988,GRAPHITE ELECTRODE 600MM — Var 11,2020109,GRAPHITE ELECTRODE 600MM,HALB,KG,05-05-2022,USER012,,M,,82027528,A,197373.02
M3364235,STATIONERY OFFICE SUPPLIES — Var 3,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,13-05-2023,USER007,,M,,91265645,C,467621.92
M8803474,QUARTZITE BLAST FURNACE — Var 12,1010007,QUARTZITE BLAST FURNACE,HALB,KG,10-11-2021,USER003,DOL,M,,77527524,B,363712.98
M4127362,INSTRUMENTATION SENSOR PRESSURE — Var 3,3030216,INSTRUMENTATION SENSOR PRESSURE,HALB,KG,27-02-2022,USER004,,M,,76520811,B,16171.81
M1269510,HOUSEKEEPING SERVICES MONTHLY — Var 1,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,12-06-2023,USER011,DOL,M,,87323743,C,242076.23
M2045902,BEARING MECHANICAL SPARE SKF — Var 2,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,31-10-2022,USER007,BPS,M,,94552505,C,415313.62
M4945059,VALVE PNEUMATIC ACTUATOR — Var 9,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,12-06-2019,USER009,BPS,M,X,76654400,C,230528.79
M8333228,HYDRAULIC HOSE INDUSTRIAL — Var 6,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,11-09-2022,USER011,,M,,97917350,B,12243.37
M5141804,WELDING ELECTRODE E7018 — Var 4,3030215,WELDING ELECTRODE E7018,HALB,KG,06-09-2019,USER007,VSP,M,,90420776,B,96802.22
M4053025,WORK ROLL FORGED — Var 6,2020110,WORK ROLL FORGED,ROH,TON,02-07-2020,USER006,DOL,M,,89922702,B,317414.92
M1738507,SECURITY CONTRACT PLANT — Var 4,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,07-01-2022,USER012,BPS,M,,93740660,A,119370.41
M8163076,TRANSPORT INPLANT — Var 9,4040304,TRANSPORT INPLANT,ANLZ,EA,26-04-2019,USER007,,M,,94842140,A,145297.98
M1513635,STATIONERY OFFICE SUPPLIES — Var 1,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,05-01-2021,USER007,,M,,95112300,B,113058.08
M4167481,PPE HELMET SAFETY — Var 2,3030211,PPE HELMET SAFETY,HALB,KG,09-04-2020,USER010,KLN,M,,90450095,A,29706.64
M6964264,PPE SAFETY BOOTS — Var 10,3030212,PPE SAFETY BOOTS,HALB,KG,10-12-2020,USER010,ANG,M,,88018556,A,460514.02
M1883782,PPE HELMET SAFETY — Var 6,3030211,PPE HELMET SAFETY,HALB,KG,30-07-2021,USER012,BPS,M,,97686812,B,156683.82
M7633465,PPE HELMET SAFETY — Var 6,3030211,PPE HELMET SAFETY,HALB,KG,08-12-2019,USER011,BPS,M,,82010031,C,335769.93
M8943608,CONSULTANCY ENGINEERING DESIGN — Var 8,4040307,CONSULTANCY ENGINEERING DESIGN,HALB,KG,31-01-2024,USER008,BPS,M,,78180913,C,57709.5
M7784614,REFRACTORY BRICK MAG-C — Var 9,2020101,REFRACTORY BRICK MAG-C,HALB,KG,17-02-2024,USER009,,M,,89041085,C,362175.09
M8961330,VALVE PNEUMATIC ACTUATOR — Var 12,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,29-01-2022,USER002,,M,,84250606,A,188644.69
M1415045,TRANSPORT INPLANT — Var 7,4040304,TRANSPORT INPLANT,ANLZ,EA,22-12-2020,USER011,,M,,77047295,C,206563.52
M4548927,GREASE INDUSTRIAL EP2 — Var 9,3030205,GREASE INDUSTRIAL EP2,HALB,KG,31-12-2020,USER006,,M,,86863887,C,454222.58
M6091294,DOLOMITE LUMPS — Var 5,1010006,DOLOMITE LUMPS,HALB,KG,27-03-2023,USER003,ANG,M,,95381632,B,158114.79
M2089404,PPE SAFETY BOOTS — Var 9,3030212,PPE SAFETY BOOTS,HALB,KG,09-05-2020,USER003,DOL,M,,78721823,C,498170.13
M2674504,DOLOMITE LUMPS — Var 10,1010006,DOLOMITE LUMPS,HALB,KG,29-08-2023,USER002,,M,,76411430,B,360026.26
M8001907,SLIDE GATE PLATE — Var 9,2020104,SLIDE GATE PLATE,HALB,KG,26-04-2022,USER001,ANG,M,,90228905,B,7118.34
M9959029,BEARING MECHANICAL SPARE TIMKEN — Var 10,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,08-05-2021,USER006,BPS,M,,73962438,C,200540.34
M2799935,HYDRAULIC HOSE INDUSTRIAL — Var 9,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,05-04-2023,USER008,DOL,M,,80337506,C,39434.13
M7058978,SECURITY CONTRACT PLANT — Var 2,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,28-03-2021,USER009,,M,,90478760,B,333952.27
M8766067,PPE HELMET SAFETY — Var 11,3030211,PPE HELMET SAFETY,HALB,KG,22-03-2024,USER001,,M,X,97377456,C,371557.24
M7473340,INDUCTION MOTOR 30KW SPARE — Var 5,3030207,INDUCTION MOTOR 30KW SPARE,ERSA,EA,03-08-2023,USER005,KLN,M,,82899801,C,312240.09
M7314960,BEARING MECHANICAL SPARE SKF — Var 12,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,25-05-2019,USER006,VSP,M,,74108846,C,233248.03
M8772927,DOLOMITE LUMPS — Var 11,1010006,DOLOMITE LUMPS,HALB,KG,12-12-2019,USER010,DOL,M,,84875855,C,459686.73
M5910156,CONTRACT LABOUR PLANT MAINTENANCE — Var 3,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,27-04-2023,USER003,VSP,M,,80687417,B,86190.7
M9685896,OXYGEN GAS LIQUID — Var 12,1010014,OXYGEN GAS LIQUID,HALB,KG,30-12-2020,USER009,DOL,M,,77072772,C,458040.69
M8824004,WELDING ELECTRODE E7018 — Var 1,3030215,WELDING ELECTRODE E7018,HALB,KG,22-04-2024,USER004,,M,,91090939,C,122453.16
M8232316,HYDRAULIC OIL ISO 68 — Var 9,3030204,HYDRAULIC OIL ISO 68,HALB,KG,02-06-2022,USER012,,M,,73023957,C,396217.0
M7517858,WELDING ELECTRODE E7018 — Var 8,3030215,WELDING ELECTRODE E7018,HALB,KG,10-06-2021,USER008,ANG,M,,81575297,C,246824.57
M5841120,BEARING MECHANICAL SPARE TIMKEN — Var 11,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,09-06-2020,USER009,,M,,98902300,A,377210.37
M6493816,INTERMEDIATE ROLL — Var 10,2020112,INTERMEDIATE ROLL,ROH,TON,19-03-2020,USER010,VSP,M,,84412319,C,345779.09
M3812991,PPE HELMET SAFETY — Var 1,3030211,PPE HELMET SAFETY,HALB,KG,22-06-2019,USER009,KLN,M,,83235002,C,223483.28
M1126772,SCRAP HEAVY MELT — Var 4,1010009,SCRAP HEAVY MELT,HALB,KG,27-05-2020,USER008,JSR,M,,94850404,B,257322.69
M9256951,SECURITY CONTRACT PLANT — Var 1,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,04-02-2021,USER001,VSP,M,,92576834,B,174984.08
M4438705,WELDING ELECTRODE E7018 — Var 12,3030215,WELDING ELECTRODE E7018,HALB,KG,18-07-2022,USER001,,M,,92772615,C,179485.76
M4909037,REFRACTORY RELINING SERVICE — Var 2,4040305,REFRACTORY RELINING SERVICE,HALB,KG,05-09-2022,USER007,VSP,M,,72074887,B,153947.73
M1454299,INDUCTION MOTOR 30KW SPARE — Var 5,3030207,INDUCTION MOTOR 30KW SPARE,ERSA,EA,22-12-2023,USER006,,M,,72228251,C,479559.7
M1715479,BEARING MECHANICAL SPARE TIMKEN — Var 6,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,23-09-2023,USER001,KLN,M,,84073913,C,282508.81
M7778223,BEARING MECHANICAL SPARE TIMKEN — Var 8,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,20-12-2022,USER001,,M,,96768100,C,96894.98
M7473225,TUNDISH BOARD — Var 2,2020106,TUNDISH BOARD,HALB,KG,19-12-2019,USER010,,M,,86677105,C,241055.05
M9013814,CONTRACT LABOUR PLANT MAINTENANCE — Var 5,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,03-03-2020,USER012,KLN,M,,87665801,C,72774.05
M1332265,PUMP CENTRIFUGAL 5HP — Var 4,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,03-12-2019,USER012,,M,,81536882,A,240796.92
M5011528,WELDING ELECTRODE E7018 — Var 7,3030215,WELDING ELECTRODE E7018,HALB,KG,15-03-2023,USER010,JSR,M,,77575795,B,284021.81
M4349991,WELDING ELECTRODE E7018 — Var 6,3030215,WELDING ELECTRODE E7018,HALB,KG,16-11-2022,USER008,,M,,89388579,A,36689.22
